nombre,direccion,edad,curp,ine_clave,seccion_id,confidence_score,apellido_paterno,apellido_materno,telefono,calle,colonia,municipio,cp
"Vicente Rubio de Casares Leal Varela","Lugar Eduardo Gaona 1092 Puerta 241","57","CFVSWL8RYI64R3BZGV","IJQJVX33RPUQCAYNGI","614","1","Rubio de Casares","Leal Varela","5713-578-838","Cuesta Cinco de Mayo","Apartamento Batalla de Naco, 2","Querétaro","59229"
"Jacobo Serrano Mayorga Tafoya Solano","Mercado Polotitlan s/n. Edificio 6","70","MFDD3NHVNCUNRN3KAK","PBCJKW03OPZJMWHWHE","649","1","Serrano Mayorga","Tafoya Solano","562.553.130","Colegio La otra banda","Carretera Roberto s/n.","Querétaro","12054"
"Patricio Alicea Cerda Polanco Segovia","Polígono Flor Marina 115 Puerta 372","66","ANPA1C8MVIM7WIRIUB","NNPSLSFUDNGVJ6DEZC","617","1","Alicea Cerda","Polanco Segovia","590 891 361","Travesía Mariano Olivera","Barrio Kevin Marrero 74","Querétaro","34419"
"Irene Porras Godoy Pabón Reséndez","Terrenos Marcela Cazares 2 Puerta 138","71","ERYTJFX9DPCKHUF3VR","FIULUJMJVLLONPBQTM","612","1","Porras Godoy","Pabón Reséndez","584.257.510","Arroyo Cinco de Mayo","Pasaje Abril Muro 48","Querétaro","79020"
"Maximiliano García de Figueroa Noriega Nájera","Sección Lucia 3 Puerta 156","79","PE4RTKHEJRW2SXZZ7X","ZGE4HS7UPDOUSYYZTE","617","1","García de Figueroa","Noriega Nájera","522 097 265","Quinta Repúplica de Argentina","Riera María Escobar s/n.","Querétaro","72702"
"Raúl Páez Yebra Yago Korta","Barranco Soledad Leiva 82 Esc. 337","41","0WZZ2ZWGFIC0ZH1DSK","A70UW7MIYOIR25YT4T","633","1","Páez Yebra","Yago Korta","571.168.289","Senda Gustavo","Calleja Francisco I. Madero 674","Querétaro","33464"
"Daniel Mayorga Moreno Robles Frías","Poblado Marcela, 4 Esc. 444","64","QG2GDQSIQO8HIQJCBL","A7T96JYW40FD97UC9P","630","1","Mayorga Moreno","Robles Frías","5513-588-070","Camino Avena","Rincón Concepción Ortiz, 2","Querétaro","92882"
"Manuel Salcido Rosario Lozano Negrón","Urbanización Avena 694 Esc. 246","81","6QIITCVBJD2MVXY7S6","D4TSSUBXJMZJFTRUPH","610","1","Salcido Rosario","Lozano Negrón","5904-827-067","Aldea Matías","Ronda Manzanares, 50","Querétaro","07418"
"Lucas Chavarría Rubio Zavala Grijalva","Muelle Miguel Ángel de Quevedo 6 Puerta 196","55","5Y609SGTS24EP33DNO","7QX35IH5UY9OBEZR3O","619","1","Chavarría Rubio","Zavala Grijalva","5481-486-166","Sección Zacatlán","Glorieta Juárez s/n.","Querétaro","91186"
"Elena Valle Quesada Gollum de Mota","Calle Jennifer 15 Esc. 426","73","UI4KGBVNSEJDM6POM6","WFUDIOUQPLNTDAL7HN","607","1","Valle Quesada","Gollum de Mota","545.438.420","Edificio Jimena","Aldea Ramón Vélez 79","Querétaro","39605"
"Gael Montalvo de Vega Cervántez Nevárez","Caserio Victoria Calderón 52 Edificio 6","74","SZJV7SIM9JTR6HARUH","J8YC1LS1KO57XFTGGQ","642","1","Montalvo de Vega","Cervántez Nevárez","526 776 303","Mercado Zoe Toledo","Explanada Adriana Duarte s/n.","Querétaro","86951"
"Renata Karem Galarza Mota Gonzales","Glorieta Luis Ángel, 9 Esc. 232","66","JQVLQMOSTXEWECBTS5","J4NS58TDXJ2UYJT9Z3","639","1","Karem Galarza","Mota Gonzales","566 004 936","Bloque Repúplica de Argentina","Edificio Manzanares 9394","Querétaro","93575"
"Margarita Rubio Verduzco Montoya Montez","Aldea Fernando Maestas, 5 Esc. 729","72","SDGIYATMA4QQHHOZR0","X4CXZ5Y7VZSVKRLPZP","627","1","Rubio Verduzco","Montoya Montez","589.266.493","Vía Pública Felipe Benavides","Gran Subida Elvira, 70","Querétaro","25318"
"Ester Vásquez Alva Carreón Alejandro","Jardines Amalia, 4 Esc. 534","79","ZNXIJI3UQLNMHKSZG6","NIKOWMXIBDSQ55TLXQ","609","1","Vásquez Alva","Carreón Alejandro","561.155.296","Travesía Amores","Senda Pedro 560","Querétaro","39545"
"María Cristina Frías Castro Bravo Romo","Quinta Lizbeth 446 Esc. 115","75","HOTNTXOKSAFH8S2O3G","APERDFKIQ6BGAWWB91","645","1","Frías Castro","Bravo Romo","500.790.397","Urbanización Zapata","Colonia Dorotea 308","Querétaro","65749"
"Luisa Tijerina Reynoso Carrillo Kamat","Bloque Isabel la Católica, 29 Edificio 1","58","OBUK2RU6YNLX1ACOG8","B6QDD0DRXQ2JRCWFB2","646","1","Tijerina Reynoso","Carrillo Kamat","518 234 071","Paseo Balcón de los edecanes","Rua Anita 9871","Querétaro","73306"
"Victoria Terrazas Prieto Hurtado de Fonseca","Colegio Leticia Muñiz, 99 Edificio 8","60","G1PSZQVJ8URAARCXGB","9G14KO5HBQNQXMJQQ1","610","1","Terrazas Prieto","Hurtado de Fonseca","563826510","Sección Cuahutemoc","Lado Ricardo Blanco, 5","Querétaro","75936"
"Alfonso Zayas Caldera Archuleta Fajardo","Bajada Flor Solvestre 8 Esc. 394","18","9Y31JX9SVEI1X1VYOP","ZCGHXTVL4TN0LOEL1B","636","1","Zayas Caldera","Archuleta Fajardo","588.150.565","Bloque Conchita","Poblado Valeria 2068","Querétaro","99185"
"Isaac Yebra de Nevárez Espinosa Coronado","Puerta Conchita Contreras 67 Puerta 219","85","G0L9G1CZVZLIXKUI6X","XTPVQAGMKWGT4DQAYR","618","1","Yebra de Nevárez","Espinosa Coronado","5988-432-830","Calle Sofia Orosco","Vía Repúplica de Argentina 6","Querétaro","57789"
"Carmen Verduzco Corral Alvarez de Ojeda","Riera Magdalena Miranda 6612 Edificio 8","30","N8S1FTGLDUKANW6IPD","2HMMFCXX9GUCJCCAUW","625","1","Verduzco Corral","Alvarez de Ojeda","591283565","Explanada Ivan Longoria","Mercado Silvia Corral, 6","Querétaro","04091"
"Melissa Bravo de Cisneros Laboy Delarosa","Conjunto Eloisa 7522 Puerta 423","63","GFCPU6QIKPBJDDC9QK","KAYHX23MQUZWJ985MT","620","1","Bravo de Cisneros","Laboy Delarosa","5487-951-394","Colonia Gloria","Pasaje Agustín Toledo 9903","Querétaro","66026"
"Mariano Prieto Gamboa Bonilla Alvarez","Poblado Cecilia 50 Esc. 648","21","QSFDKBLP6O1KTQDTGT","LCNFYGOLBVCFPGKMEH","642","1","Prieto Gamboa","Bonilla Alvarez","5540-852-129","Chalet Damián Benavides","Extrarradio Rosario 25","Querétaro","60464"
"Jimena Munguía Uribe Delgadillo Salgado","Aldea Lucia Zabaleta 3 Puerta 460","20","NBAUQEKXTJYNZUP79Z","VOKO6KEQQYOBRPSN9M","642","1","Munguía Uribe","Delgadillo Salgado","5953-481-529","Vía 20 de Noviembre","Manzana César 21","Querétaro","09956"
"Ivanna Fuentes Trejo Campos Molina","Rincón Manzanares 564 Edificio 2","30","MKBW6756JKHZAYDC7P","SAW3VDYHQWSGKDCWRO","609","1","Fuentes Trejo","Campos Molina","520299012","Colonia 20 de Noviembre","Vía Pública Virginia Vanegas 8","Querétaro","98921"
"Victor Manuel Duarte de Treviño Olivárez Garrido","Extrarradio Estefanía Meléndez, 56 Puerta 939","26","4YF9488RHWW0LFS6KH","JQQKLAFYEWM6QKK32H","642","1","Duarte de Treviño","Olivárez Garrido","525.920.817","Puerta Benjamín Guillen","Torrente Donceles 59","Querétaro","34361"
"Emilio Yago Cisneros Figueroa Serrano","Sector Dulce María 4 Puerta 354","26","DBAG0RYBGHDZJYC13B","FGNTGCFEB6TVCBXWSR","650","1","Yago Cisneros","Figueroa Serrano","511488668","Ferrocarril Zoe Nava","Colonia Irene, 77","Querétaro","39933"
"Carla Delarosa Ulloa Zarate de Salazar","Glorieta Repúplica de Chile, 13 Puerta 881","33","TJV4YTWGQIQZQU3XN7","OYFHJGPAHZB0MXBK4U","614","1","Delarosa Ulloa","Zarate de Salazar","521.605.446","Plaza Polotitlan","Lugar Melissa 503","Querétaro","33322"
"José Antonio Salcido Kortajarena Casárez Mena","Jardines La otra banda, 88 Esc. 408","75","D9IIPKOHPQKEMAIFTF","KC0CVZFNIALG48WMPZ","605","1","Salcido Kortajarena","Casárez Mena","510.308.308","Huerta Miguel Ángel de Quevedo","Arrabal Ricardo 691","Querétaro","65573"
"Sara Navarro Cepeda Quiñones Baca","Solar Ximena 53 Esc. 253","56","V3UCHVCBRF6MVTQXMM","ITLFSRX9S4LGFPZ7MK","613","1","Navarro Cepeda","Quiñones Baca","546 171 356","Carretera Verónica Mata","Muelle Soledad Rascón, 6","Querétaro","85719"
"Brayan Villalpando Zamora Cisneros Cortés","Ramal Marilu Deleón, 72 Esc. 712","31","WQJFPB7JKIS3OMRJKT","DLILI1GLSBPZR8LDW6","608","1","Villalpando Zamora","Cisneros Cortés","575.743.813","Travesía Óscar Castellanos","Extramuros Alejandro Carmona 321","Querétaro","51629"
